homeaway,line,hit,pitchrightleft,cat,last10,last5,log,oppteam,overunder,batterID,whip,OPSlast5,temperature,wind,pitcherID,pitcherfip,pitcherFBPercent,avgvsFB,avgvsOFF,avgvsMPHFB,avg_spin_ff,avg_spin_off
1,0.5,1,1,tb,4,2,0.0,Miami Marlins,8.0,30583,1.53,0.621,60,8.1,39667,6.237,0.483,0.242,0.218,0.183,0.264,0.238
1,0.5,0,1,r,2,2,0.0,Miami Marlins,8.0,33804,1.53,0.591,60,8.1,39667,6.237,0.483,0.299,0.216,0.327,0.308,0.214
1,1.5,0,1,tb,6,3,0.0,Miami Marlins,8.0,33804,1.53,0.591,60,8.1,39667,6.237,0.483,0.299,0.216,0.327,0.308,0.214
1,0.5,1,0,r,1,1,0.0,Chicago Cubs,7.5,4089862,1.0,0.666,63.1,9.2,5002950,3.600636363636364,0.756,0.228,0.218,0.225,0.208,0.333
1,0.5,1,0,tb,4,2,0.0,Chicago Cubs,7.5,4089862,1.0,0.666,63.1,9.2,5002950,3.600636363636364,0.756,0.228,0.218,0.225,0.208,0.333
0,0.5,1,1,r,3,3,0.0,Los Angeles Angels,8.5,33259,0.79,0.426,70.1,11.4,32151,2.737,0.642,0.295,0.279,0.292,0.328,0.059
0,1.5,0,1,tb,6,3,0.0,Los Angeles Angels,8.5,33259,0.79,0.426,70.1,11.4,32151,2.737,0.642,0.295,0.279,0.292,0.328,0.059
0,0.5,1,0,r,4,3,0.0,San Diego Padres,7.5,34945,1.32,0.954,63.1,9.2,32055,3.237,0.441,0.281,0.208,0.234,0.257,0.132
0,0.5,1,0,tb,10,5,0.0,San Diego Padres,7.5,34945,1.32,0.954,63.1,9.2,32055,3.237,0.441,0.281,0.208,0.234,0.257,0.132
0,0.5,1,1,r,2,2,0.0,San Francisco Giants,7.5,32985,1.67,0.82,62,10.3,33748,1.9036666666666668,0.466,0.322,0.188,0.266,0.375,0.136
0,0.5,1,1,tb,6,4,0.0,San Francisco Giants,7.5,32985,1.67,0.82,62,10.3,33748,1.9036666666666668,0.466,0.322,0.188,0.266,0.375,0.136
0,0.5,0,1,r,4,4,0.0,Los Angeles Angels,8.5,39706,0.79,0.798,70.1,11.4,32151,2.737,0.642,0.269,0.221,0.236,0.224,0.227
0,0.5,1,1,tb,9,5,0.0,Los Angeles Angels,8.5,39706,0.79,0.798,70.1,11.4,32151,2.737,0.642,0.269,0.221,0.236,0.224,0.227
1,0.5,0,0,r,1,1,0.0,Seattle Mariners,8.0,33572,1.91,0.58,45,8.1,35124,3.3685789473684213,0.631,0.276,0.272,0.246,0.338,0.296
1,0.5,1,0,tb,3,2,0.0,Seattle Mariners,8.0,33572,1.91,0.58,45,8.1,35124,3.3685789473684213,0.631,0.276,0.272,0.246,0.338,0.296
1,0.5,1,0,r,2,2,0.0,Philadelphia Phillies,9.0,41889,0.55,0.599,74,9.2,33732,1.418818181818182,0.477,0.284,0.272,0.25,0.318,0.176
1,0.5,1,0,tb,5,3,0.0,Philadelphia Phillies,9.0,41889,0.55,0.599,74,9.2,33732,1.418818181818182,0.477,0.284,0.272,0.25,0.318,0.176
0,0.5,1,0,r,2,2,0.0,Toronto Blue Jays,8.0,33210,1.15,0.428,45,8.1,32811,3.9512857142857145,0.552,0.243,0.231,0.23,0.228,0.25
0,0.5,1,0,tb,5,3,0.0,Toronto Blue Jays,8.0,33210,1.15,0.428,45,8.1,32811,3.9512857142857145,0.552,0.243,0.231,0.23,0.228,0.25
1,0.5,1,0,r,3,3,0.0,Detroit Tigers,8.0,36754,1.7,0.598,67,6.9,4734319,4.1370000000000005,0.45,0.247,0.184,0.207,0.234,0.235
1,0.5,1,0,tb,6,3,0.0,Detroit Tigers,8.0,36754,1.7,0.598,67,6.9,4734319,4.1370000000000005,0.45,0.247,0.184,0.207,0.234,0.235
0,0.5,1,0,r,2,2,0.0,Cincinnati Reds,9.5,4917869,1.34,0.834,74,8.1,4084179,5.290571428571429,0.649,0.293,0.287,0.23,0.35,0.242
0,1.5,0,0,tb,4,2,0.0,Cincinnati Reds,9.5,4917869,1.34,0.834,74,8.1,4084179,5.290571428571429,0.649,0.293,0.287,0.23,0.35,0.242
1,0.5,1,0,r,2,1,0.0,Chicago Cubs,7.5,4872691,1.0,0.767,63.1,9.2,5002950,3.600636363636364,0.756,0.318,0.28,0.297,0.359,0.179
1,0.5,1,0,tb,6,3,0.0,Chicago Cubs,7.5,4872691,1.0,0.767,63.1,9.2,5002950,3.600636363636364,0.756,0.318,0.28,0.297,0.359,0.179
0,0.5,1,1,r,0,0,0.0,San Francisco Giants,7.5,4414210,1.67,0.07,62,10.3,33748,1.9036666666666668,0.466,0.248,0.22,0.266,0.2,0.122
0,0.5,0,1,tb,1,1,0.0,San Francisco Giants,7.5,4414210,1.67,0.07,62,10.3,33748,1.9036666666666668,0.466,0.248,0.22,0.266,0.2,0.122
0,0.5,0,1,r,2,1,0.0,New York Yankees,8.0,39882,1.06,0.814,60,8.1,36480,3.1814444444444447,0.758,0.307,0.232,0.266,0.29,0.161
0,1.5,0,1,tb,4,2,0.0,New York Yankees,8.0,39882,1.06,0.814,60,8.1,36480,3.1814444444444447,0.758,0.307,0.232,0.266,0.29,0.161
1,0.5,1,0,r,1,1,0.0,Chicago Cubs,7.5,36364,1.0,0.787,63.1,9.2,5002950,3.600636363636364,0.756,0.234,0.252,0.246,0.207,0.231
1,1.5,1,0,tb,3,2,0.0,Chicago Cubs,7.5,36364,1.0,0.787,63.1,9.2,5002950,3.600636363636364,0.756,0.234,0.252,0.246,0.207,0.231
0,0.5,0,0,r,0,0,0.0,Pittsburgh Pirates,8.0,39900,1.59,0.426,67,6.9,33722,3.413470588235294,0.702,0.199,0.216,0.212,0.191,0.107
0,0.5,1,0,tb,0,0,0.0,Pittsburgh Pirates,8.0,39900,1.59,0.426,67,6.9,33722,3.413470588235294,0.702,0.199,0.216,0.212,0.191,0.107
0,0.5,1,0,r,0,0,0.0,Minnesota Twins,8.5,41802,2.46,0.401,49,10.3,3107919,8.482901639344263,0.57,0.16,0.194,0.173,0.14,0.158
0,0.5,1,0,tb,2,2,0.0,Minnesota Twins,8.5,41802,2.46,0.401,49,10.3,3107919,8.482901639344263,0.57,0.16,0.194,0.173,0.14,0.158
1,0.5,0,0,r,1,1,0.0,Detroit Tigers,8.0,42933,1.7,0.693,67,6.9,4734319,4.1370000000000005,0.45,0.225,0.242,0.256,0.242,0.179
1,0.5,1,0,tb,5,4,0.0,Detroit Tigers,8.0,42933,1.7,0.693,67,6.9,4734319,4.1370000000000005,0.45,0.225,0.242,0.256,0.242,0.179
1,0.5,0,0,r,4,4,0.0,Houston Astros,10.0,35673,70.0,0.93,76.9,9.2,4081414,123.237,0.59,0.28,0.163,0.183,0.25,0.0
1,0.5,1,0,tb,9,4,0.0,Houston Astros,10.0,35673,70.0,0.93,76.9,9.2,4081414,123.237,0.59,0.28,0.163,0.183,0.25,0.0
1,0.5,1,0,r,1,1,0.0,New York Mets,10.0,41150,3.64,1.34,74.9,9.2,31091,9.146090909090908,0.744,0.271,0.208,0.235,0.283,0.176
1,0.5,0,0,tb,5,4,0.0,New York Mets,10.0,41150,3.64,1.34,74.9,9.2,31091,9.146090909090908,0.744,0.271,0.208,0.235,0.283,0.176
0,0.5,0,0,r,0,0,0.0,Pittsburgh Pirates,8.0,32127,1.59,0.355,67,6.9,33722,3.413470588235294,0.702,0.197,0.17,0.182,0.138,0.171
0,0.5,1,0,tb,2,2,0.0,Pittsburgh Pirates,8.0,32127,1.59,0.355,67,6.9,33722,3.413470588235294,0.702,0.197,0.17,0.182,0.138,0.171
0,0.5,1,0,r,2,2,0.0,Atlanta Braves,10.0,33900,1.35,0.346,74.9,9.2,29155,4.768531531531532,0.471,0.246,0.263,0.244,0.268,0.2
0,0.5,1,0,tb,4,2,0.0,Atlanta Braves,10.0,33900,1.35,0.346,74.9,9.2,29155,4.768531531531532,0.471,0.246,0.263,0.244,0.268,0.2
0,0.5,0,1,r,3,2,0.0,Texas Rangers,10.0,41273,1.36,1.009,76.9,9.2,32672,4.471567901234568,0.539,0.31,0.242,0.266,0.206,0.283
0,1.5,0,1,tb,5,1,0.0,Texas Rangers,10.0,41273,1.36,1.009,76.9,9.2,32672,4.471567901234568,0.539,0.31,0.242,0.266,0.206,0.283
0,0.5,1,1,r,1,1,0.0,San Francisco Giants,7.5,32833,1.67,0.974,62,10.3,33748,1.9036666666666668,0.466,0.264,0.26,0.208,0.149,0.312
0,0.5,1,1,tb,2,1,0.0,San Francisco Giants,7.5,32833,1.67,0.974,62,10.3,33748,1.9036666666666668,0.466,0.264,0.26,0.208,0.149,0.312
0,0.5,0,0,r,3,2,0.42857142857142855,Colorado Rockies,10.5,41345,1.73,0.902,56,8.1,39875,6.3613333333333335,0.534,0.358,0.26,0.268,0.486,0.5
0,1.5,0,0,tb,5,1,0.2857142857142857,Colorado Rockies,10.5,41345,1.73,0.902,56,8.1,39875,6.3613333333333335,0.534,0.358,0.26,0.268,0.486,0.5
1,0.5,0,0,r,3,3,0.5,Arizona Diamondbacks,10.5,35073,0.94,0.361,56,8.1,32968,3.5405,0.626,0.329,0.238,0.277,0.277,0.32
1,1.5,0,0,tb,5,2,0.3333333333333333,Arizona Diamondbacks,10.5,35073,0.94,0.361,56,8.1,32968,3.5405,0.626,0.329,0.238,0.277,0.277,0.32
1,0.5,0,0,r,3,3,0.375,Arizona Diamondbacks,10.5,42462,0.94,0.764,56,8.1,32968,3.5405,0.626,0.254,0.233,0.253,0.267,0.258
1,0.5,1,0,tb,8,4,0.625,Arizona Diamondbacks,10.5,42462,0.94,0.764,56,8.1,32968,3.5405,0.626,0.254,0.233,0.253,0.267,0.258
0,0.5,1,1,r,1,1,0.2,San Francisco Giants,7.5,42402,1.18,1.011,62,10.3,4683375,4.992705882352942,0.596,0.282,0.193,0.23,0.284,0.176
0,1.5,1,1,tb,4,3,0.6,San Francisco Giants,7.5,42402,1.18,1.011,62,10.3,4683375,4.992705882352942,0.596,0.282,0.193,0.23,0.284,0.176
1,0.5,1,0,r,2,2,0.25,Arizona Diamondbacks,10.5,31084,0.94,0.91,56,8.1,32968,3.5405,0.626,0.303,0.268,0.262,0.294,0.278
1,1.5,0,0,tb,5,2,0.375,Arizona Diamondbacks,10.5,31084,0.94,0.91,56,8.1,32968,3.5405,0.626,0.303,0.268,0.262,0.294,0.278
0,0.5,0,0,r,3,2,0.375,Colorado Rockies,10.5,32758,1.73,0.829,56,8.1,39875,6.3613333333333335,0.534,0.27,0.238,0.249,0.301,0.2
0,1.5,1,0,tb,6,2,0.375,Colorado Rockies,10.5,32758,1.73,0.829,56,8.1,39875,6.3613333333333335,0.534,0.27,0.238,0.249,0.301,0.2
0,0.5,1,0,r,5,3,0.625,San Diego Padres,7.5,42927,1.77,0.95,63.1,9.2,34848,4.774961325966851,0.481,0.205,0.198,0.195,0.2,0.125
0,1.5,1,0,tb,8,1,0.375,San Diego Padres,7.5,42927,1.77,0.95,63.1,9.2,34848,4.774961325966851,0.481,0.205,0.198,0.195,0.2,0.125
0,0.5,1,0,r,2,1,0.25,San Diego Padres,7.5,33912,1.77,0.707,63.1,9.2,34848,4.774961325966851,0.481,0.254,0.29,0.281,0.259,0.321
0,1.5,0,0,tb,5,2,0.375,San Diego Padres,7.5,33912,1.77,0.707,63.1,9.2,34848,4.774961325966851,0.481,0.254,0.29,0.281,0.259,0.321
0,0.5,1,0,r,2,2,0.2857142857142857,Colorado Rockies,10.5,42404,1.73,0.596,56,8.1,39875,6.3613333333333335,0.534,0.243,0.263,0.256,0.237,0.409
0,1.5,1,0,tb,4,2,0.2857142857142857,Colorado Rockies,10.5,42404,1.73,0.596,56,8.1,39875,6.3613333333333335,0.534,0.243,0.263,0.256,0.237,0.409
0,0.5,0,0,r,5,4,0.625,San Diego Padres,7.5,34895,1.77,0.998,63.1,9.2,34848,4.774961325966851,0.481,0.249,0.218,0.237,0.25,0.147
0,1.5,0,0,tb,8,2,0.375,San Diego Padres,7.5,34895,1.77,0.998,63.1,9.2,34848,4.774961325966851,0.481,0.249,0.218,0.237,0.25,0.147
1,0.5,0,0,r,2,2,0.2857142857142857,Arizona Diamondbacks,10.5,33594,0.94,0.679,56,8.1,32968,3.5405,0.626,0.289,0.26,0.281,0.27,0.205
1,1.5,1,0,tb,4,2,0.2857142857142857,Arizona Diamondbacks,10.5,33594,0.94,0.679,56,8.1,32968,3.5405,0.626,0.289,0.26,0.281,0.27,0.205
0,0.5,0,0,r,3,3,0.375,Colorado Rockies,10.5,32367,1.73,0.853,56,8.1,39875,6.3613333333333335,0.534,0.259,0.199,0.224,0.258,0.308
0,1.5,0,0,tb,5,2,0.25,Colorado Rockies,10.5,32367,1.73,0.853,56,8.1,39875,6.3613333333333335,0.534,0.259,0.199,0.224,0.258,0.308
1,0.5,1,0,r,2,2,0.25,Arizona Diamondbacks,10.5,4905919,0.94,0.825,56,8.1,32968,3.5405,0.626,0.25,0.271,0.267,0.225,0.246
1,1.5,1,0,tb,6,4,0.5,Arizona Diamondbacks,10.5,4905919,0.94,0.825,56,8.1,32968,3.5405,0.626,0.25,0.271,0.267,0.225,0.246
1,0.5,0,0,r,3,2,0.375,Chicago Cubs,7.5,35983,1.49,0.914,63.1,9.2,41516,3.525029702970297,0.627,0.271,0.256,0.273,0.242,0.267
1,1.5,0,0,tb,6,1,0.375,Chicago Cubs,7.5,35983,1.49,0.914,63.1,9.2,41516,3.525029702970297,0.627,0.271,0.256,0.273,0.242,0.267
0,0.5,1,0,r,1,0,0.125,Colorado Rockies,10.5,42464,1.73,0.6,56,8.1,39875,6.3613333333333335,0.534,0.271,0.257,0.254,0.212,0.286
0,1.5,1,0,tb,2,0,0.125,Colorado Rockies,10.5,42464,1.73,0.6,56,8.1,39875,6.3613333333333335,0.534,0.271,0.257,0.254,0.212,0.286
1,0.5,0,0,r,2,2,0.25,Chicago Cubs,7.5,4089862,1.49,0.652,63.1,9.2,41516,3.525029702970297,0.627,0.216,0.218,0.179,0.25,0.361
1,0.5,0,0,tb,6,3,0.5,Chicago Cubs,7.5,4089862,1.49,0.652,63.1,9.2,41516,3.525029702970297,0.627,0.216,0.218,0.179,0.25,0.361
0,0.5,1,0,r,5,3,0.625,San Diego Padres,7.5,34945,1.77,0.951,63.1,9.2,34848,4.774961325966851,0.481,0.281,0.208,0.234,0.261,0.098
0,0.5,0,0,tb,12,5,0.875,San Diego Padres,7.5,34945,1.77,0.951,63.1,9.2,34848,4.774961325966851,0.481,0.281,0.208,0.234,0.261,0.098
0,0.5,0,1,r,3,2,0.42857142857142855,San Francisco Giants,7.5,32985,1.18,0.863,62,10.3,4683375,4.992705882352942,0.596,0.322,0.188,0.238,0.312,0.1
0,1.5,0,1,tb,6,3,0.42857142857142855,San Francisco Giants,7.5,32985,1.18,0.863,62,10.3,4683375,4.992705882352942,0.596,0.322,0.188,0.238,0.312,0.1
0,0.5,0,0,r,2,2,0.3333333333333333,Colorado Rockies,10.5,32323,1.73,0.606,56,8.1,39875,6.3613333333333335,0.534,0.162,0.184,0.15,0.207,0.0
0,1.5,0,0,tb,2,0,0.0,Colorado Rockies,10.5,32323,1.73,0.606,56,8.1,39875,6.3613333333333335,0.534,0.162,0.184,0.15,0.207,0.0
1,0.5,0,0,r,3,2,0.375,Chicago Cubs,7.5,4872691,1.49,0.793,63.1,9.2,41516,3.525029702970297,0.627,0.285,0.28,0.21,0.273,0.179
1,0.5,0,0,tb,8,3,0.625,Chicago Cubs,7.5,4872691,1.49,0.793,63.1,9.2,41516,3.525029702970297,0.627,0.285,0.28,0.21,0.273,0.179
0,0.5,1,1,r,1,1,0.16666666666666666,San Francisco Giants,7.5,4414210,1.18,0.108,62,10.3,4683375,4.992705882352942,0.596,0.248,0.22,0.246,0.304,0.067
0,0.5,1,1,tb,2,1,0.16666666666666666,San Francisco Giants,7.5,4414210,1.18,0.108,62,10.3,4683375,4.992705882352942,0.596,0.248,0.22,0.246,0.304,0.067
1,0.5,0,0,r,3,3,0.6,Arizona Diamondbacks,10.5,33417,0.94,1.139,56,8.1,32968,3.5405,0.626,0.263,0.248,0.252,0.246,0.261
1,1.5,0,0,tb,5,2,0.4,Arizona Diamondbacks,10.5,33417,0.94,1.139,56,8.1,32968,3.5405,0.626,0.263,0.248,0.252,0.246,0.261
1,0.5,0,0,r,2,2,0.25,Chicago Cubs,7.5,36364,1.49,0.792,63.1,9.2,41516,3.525029702970297,0.627,0.224,0.252,0.234,0.274,0.231
1,1.5,0,0,tb,5,3,0.375,Chicago Cubs,7.5,36364,1.49,0.792,63.1,9.2,41516,3.525029702970297,0.627,0.224,0.252,0.234,0.274,0.231
0,0.5,0,0,r,3,2,0.42857142857142855,Colorado Rockies,10.5,41197,1.73,0.75,56,8.1,39875,6.3613333333333335,0.534,0.312,0.261,0.273,0.324,0.2
0,1.5,0,0,tb,6,3,0.42857142857142855,Colorado Rockies,10.5,41197,1.73,0.75,56,8.1,39875,6.3613333333333335,0.534,0.312,0.261,0.273,0.324,0.2
0,0.5,1,1,r,2,2,0.2857142857142857,San Francisco Giants,7.5,32833,1.18,0.903,62,10.3,4683375,4.992705882352942,0.596,0.264,0.26,0.276,0.367,0.385
0,0.5,1,1,tb,4,2,0.2857142857142857,San Francisco Giants,7.5,32833,1.18,0.903,62,10.3,4683375,4.992705882352942,0.596,0.264,0.26,0.276,0.367,0.385
0,0.5,0,0,r,1,1,0.16666666666666666,Colorado Rockies,10.5,31392,1.73,1.228,56,8.1,39875,6.3613333333333335,0.534,0.268,0.247,0.25,0.286,0.533
0,1.5,0,0,tb,2,1,0.16666666666666666,Colorado Rockies,10.5,31392,1.73,1.228,56,8.1,39875,6.3613333333333335,0.534,0.268,0.247,0.25,0.286,0.533
0,0.5,0,1,r,4,3,0.5714285714285714,San Francisco Giants,7.5,32818,1.18,0.794,62,10.3,4683375,4.992705882352942,0.596,0.125,0.172,0.175,0.125,0.0
0,0.5,0,1,tb,8,3,0.5714285714285714,San Francisco Giants,7.5,32818,1.18,0.794,62,10.3,4683375,4.992705882352942,0.596,0.125,0.172,0.175,0.125,0.0
0,0.5,0,1,r,0,0,0.0,San Francisco Giants,7.5,34534,1.18,0.545,62,10.3,4683375,4.992705882352942,0.596,0.236,0.24,0.229,0.22,0.304
0,1.5,0,1,tb,1,1,0.125,San Francisco Giants,7.5,34534,1.18,0.545,62,10.3,4683375,4.992705882352942,0.596,0.236,0.24,0.229,0.22,0.304
1,0.5,0,0,r,3,2,0.375,Washington Nationals,7.5,32558,1.5,0.838,62,10.3,4684360,4.478,0.544,0.277,0.226,0.239,0.286,0.292
1,1.5,0,0,tb,6,2,0.375,Washington Nationals,7.5,32558,1.5,0.838,62,10.3,4684360,4.478,0.544,0.277,0.226,0.239,0.286,0.292
1,0.5,0,0,r,3,3,0.375,Washington Nationals,7.5,5134621,1.5,0.604,62,10.3,4684360,4.478,0.544,0.241,0.3,0.271,0.29,0.111
1,1.5,1,0,tb,5,1,0.25,Washington Nationals,7.5,5134621,1.5,0.604,62,10.3,4684360,4.478,0.544,0.241,0.3,0.271,0.29,0.111
1,0.5,0,0,r,3,2,0.375,Chicago Cubs,7.5,31117,1.49,0.856,63.1,9.2,41516,3.525029702970297,0.627,0.296,0.286,0.31,0.271,0.316
1,0.5,0,0,tb,9,5,0.75,Chicago Cubs,7.5,31117,1.49,0.856,63.1,9.2,41516,3.525029702970297,0.627,0.296,0.286,0.31,0.271,0.316
1,0.5,0,0,r,2,2,0.2857142857142857,Arizona Diamondbacks,10.5,33172,0.94,0.41,56,8.1,32968,3.5405,0.626,0.248,0.145,0.184,0.209,0.235
1,1.5,0,0,tb,4,2,0.2857142857142857,Arizona Diamondbacks,10.5,33172,0.94,0.41,56,8.1,32968,3.5405,0.626,0.248,0.145,0.184,0.209,0.235
1,0.5,0,0,r,3,2,0.375,Washington Nationals,7.5,37798,1.5,0.773,62,10.3,4684360,4.478,0.544,0.28,0.233,0.267,0.291,0.095
1,0.5,1,0,tb,7,3,0.5,Washington Nationals,7.5,37798,1.5,0.773,62,10.3,4684360,4.478,0.544,0.28,0.233,0.267,0.291,0.095
0,0.5,0,1,r,3,3,0.375,San Francisco Giants,7.5,36409,1.18,0.382,62,10.3,4683375,4.992705882352942,0.596,0.276,0.194,0.233,0.277,0.176
0,1.5,0,1,tb,6,3,0.375,San Francisco Giants,7.5,36409,1.18,0.382,62,10.3,4683375,4.992705882352942,0.596,0.276,0.194,0.233,0.277,0.176
1,0.5,0,0,r,1,1,0.14285714285714285,Chicago Cubs,7.5,40521,1.49,0.906,63.1,9.2,41516,3.525029702970297,0.627,0.239,0.291,0.19,0.118,0.308
1,1.5,0,0,tb,2,1,0.14285714285714285,Chicago Cubs,7.5,40521,1.49,0.906,63.1,9.2,41516,3.525029702970297,0.627,0.239,0.291,0.19,0.118,0.308
1,0.5,0,0,r,2,2,0.25,Chicago Cubs,7.5,31097,1.49,0.672,63.1,9.2,41516,3.525029702970297,0.627,0.255,0.249,0.28,0.228,0.2
1,1.5,1,0,tb,3,0,0.125,Chicago Cubs,7.5,31097,1.49,0.672,63.1,9.2,41516,3.525029702970297,0.627,0.255,0.249,0.28,0.228,0.2
1,0.5,0,0,r,2,1,0.25,Washington Nationals,7.5,33857,1.5,0.684,62,10.3,4684360,4.478,0.544,0.267,0.196,0.235,0.296,0.286
1,1.5,0,0,tb,3,0,0.125,Washington Nationals,7.5,33857,1.5,0.684,62,10.3,4684360,4.478,0.544,0.267,0.196,0.235,0.296,0.286
0,0.5,0,0,r,2,2,0.25,San Diego Padres,7.5,42415,1.77,0.817,63.1,9.2,34848,4.774961325966851,0.481,0.256,0.266,0.256,0.222,0.185
0,0.5,1,0,tb,7,4,0.625,San Diego Padres,7.5,42415,1.77,0.817,63.1,9.2,34848,4.774961325966851,0.481,0.256,0.266,0.256,0.222,0.185
1,0.5,0,0,r,2,1,0.2857142857142857,Washington Nationals,7.5,33711,1.5,1.222,62,10.3,4684360,4.478,0.544,0.27,0.21,0.237,0.269,0.154
1,1.5,0,0,tb,5,2,0.42857142857142855,Washington Nationals,7.5,33711,1.5,1.222,62,10.3,4684360,4.478,0.544,0.27,0.21,0.237,0.269,0.154
1,0.5,1,0,r,1,0,0.125,Washington Nationals,7.5,33341,1.5,0.228,62,10.3,4684360,4.478,0.544,0.255,0.224,0.247,0.274,0.318
1,0.5,1,0,tb,2,1,0.125,Washington Nationals,7.5,33341,1.5,0.228,62,10.3,4684360,4.478,0.544,0.255,0.224,0.247,0.274,0.318
0,0.5,0,0,r,5,4,0.625,San Diego Padres,7.5,41219,1.77,0.497,63.1,9.2,34848,4.774961325966851,0.481,0.281,0.256,0.269,0.357,0.179
0,1.5,0,0,tb,6,1,0.125,San Diego Padres,7.5,41219,1.77,0.497,63.1,9.2,34848,4.774961325966851,0.481,0.281,0.256,0.269,0.357,0.179
1,0.5,0,0,r,4,4,0.5,Arizona Diamondbacks,10.5,37340,0.94,0.491,56,8.1,32968,3.5405,0.626,0.281,0.243,0.262,0.299,0.194
1,1.5,0,0,tb,6,2,0.25,Arizona Diamondbacks,10.5,37340,0.94,0.491,56,8.1,32968,3.5405,0.626,0.281,0.243,0.262,0.299,0.194
1,0.5,1,0,r,1,1,0.16666666666666666,Washington Nationals,7.5,4345843,1.5,0.841,62,10.3,4684360,4.478,0.544,0.211,0.22,0.221,0.232,0.211
1,0.5,1,0,tb,3,2,0.3333333333333333,Washington Nationals,7.5,4345843,1.5,0.841,62,10.3,4684360,4.478,0.544,0.211,0.22,0.221,0.232,0.211
0,0.5,1,0,r,1,1,0.25,Colorado Rockies,10.5,31399,1.73,0.664,56,8.1,39875,6.3613333333333335,0.534,0.287,0.208,0.247,0.263,0.0
0,1.5,1,0,tb,2,1,0.25,Colorado Rockies,10.5,31399,1.73,0.664,56,8.1,39875,6.3613333333333335,0.534,0.287,0.208,0.247,0.263,0.0
0,0.5,0,1,r,1,1,0.25,San Francisco Giants,7.5,40655,1.18,0.915,62,10.3,4683375,4.992705882352942,0.596,0.239,0.219,0.218,0.25,0.25
0,0.5,1,1,tb,3,2,0.5,San Francisco Giants,7.5,40655,1.18,0.915,62,10.3,4683375,4.992705882352942,0.596,0.239,0.219,0.218,0.25,0.25
1,0.5,0,0,r,4,4,0.5,Arizona Diamondbacks,10.5,33247,0.94,1.039,56,8.1,32968,3.5405,0.626,0.244,0.254,0.251,0.259,0.275
1,1.5,0,0,tb,7,3,0.375,Arizona Diamondbacks,10.5,33247,0.94,1.039,56,8.1,32968,3.5405,0.626,0.244,0.254,0.251,0.259,0.275
0,0.5,1,0,r,5,3,0.625,San Diego Padres,7.5,4142424,1.77,0.942,63.1,9.2,34848,4.774961325966851,0.481,0.317,0.294,0.3,0.286,0.2
0,1.5,1,0,tb,9,3,0.5,San Diego Padres,7.5,4142424,1.77,0.942,63.1,9.2,34848,4.774961325966851,0.481,0.317,0.294,0.3,0.286,0.2
1,0.5,1,0,r,0,0,0.0,Washington Nationals,7.5,36485,1.5,0.424,62,10.3,4684360,4.478,0.544,0.282,0.21,0.251,0.424,0.158
1,1.5,0,0,tb,1,1,0.125,Washington Nationals,7.5,36485,1.5,0.424,62,10.3,4684360,4.478,0.544,0.282,0.21,0.251,0.424,0.158
0,0.5,0,1,r,3,1,0.375,San Francisco Giants,7.5,4413982,1.18,0.685,62,10.3,4683375,4.992705882352942,0.596,0.137,0.246,0.23,0.286,0.143
0,0.5,0,1,tb,6,2,0.375,San Francisco Giants,7.5,4413982,1.18,0.685,62,10.3,4683375,4.992705882352942,0.596,0.137,0.246,0.23,0.286,0.143
1,0.5,0,0,r,0,0,0.0,Chicago Cubs,7.5,33878,1.49,0.752,63.1,9.2,41516,3.525029702970297,0.627,0.231,0.257,0.286,0.222,0.25
1,0.5,0,0,tb,2,2,0.3333333333333333,Chicago Cubs,7.5,33878,1.49,0.752,63.1,9.2,41516,3.525029702970297,0.627,0.231,0.257,0.286,0.222,0.25
1,0.5,0,0,r,4,4,0.5,Chicago Cubs,7.5,31606,1.49,0.633,63.1,9.2,41516,3.525029702970297,0.627,0.353,0.254,0.337,0.379,0.45
1,1.5,1,0,tb,7,3,0.375,Chicago Cubs,7.5,31606,1.49,0.633,63.1,9.2,41516,3.525029702970297,0.627,0.353,0.254,0.337,0.379,0.45
0,0.5,1,0,r,2,2,0.5,San Diego Padres,7.5,32108,1.77,0.156,63.1,9.2,34848,4.774961325966851,0.481,0.227,0.205,0.197,0.429,0.267
0,0.5,1,0,tb,4,2,0.5,San Diego Padres,7.5,32108,1.77,0.156,63.1,9.2,34848,4.774961325966851,0.481,0.227,0.205,0.197,0.429,0.267
1,0.5,0,1,r,3,2,0.3333333333333333,Miami Marlins,8.0,33192,1.5,0.745,60,8.1,41178,4.781428571428571,0.539,0.355,0.248,0.336,0.325,0.188
1,1.5,0,1,tb,6,2,0.3333333333333333,Miami Marlins,8.0,33192,1.5,0.745,60,8.1,41178,4.781428571428571,0.539,0.355,0.248,0.336,0.325,0.188
0,0.5,1,1,r,2,2,0.2857142857142857,Texas Rangers,8.5,40754,0.63,0.492,65,12.8,4142539,2.4246596858638743,0.568,0.243,0.253,0.24,0.294,0.222
0,1.5,1,1,tb,4,2,0.2857142857142857,Texas Rangers,8.5,40754,0.63,0.492,65,12.8,4142539,2.4246596858638743,0.568,0.243,0.253,0.24,0.294,0.222
0,0.5,0,0,r,3,2,0.375,Boston Red Sox,9.0,42178,0.99,0.801,54.1,8.1,41277,2.6178947368421053,0.647,0.29,0.228,0.267,0.265,0.167
0,1.5,0,0,tb,7,3,0.5,Boston Red Sox,9.0,42178,0.99,0.801,54.1,8.1,41277,2.6178947368421053,0.647,0.29,0.228,0.267,0.265,0.167
