homeaway,line,hit,position,opp,cat,last10,last5,log,oppposrank,oppteam,gamescore,minutes,shots,spread
1,1.5,0,Center,14,steals,0.4,0.4,0.4,12,Phoenix,232,-1.1,-1.3,10
1,11.5,1,Center,8,rebounds,0.2,0.2,0.25,22,Phoenix,232,-1.1,-1.3,10
1,17.5,1,Center,19,points,0.3,0.0,0.0,26,Phoenix,232,-1.1,-1.3,10
1,33.5,1,Center,17,pra,0.5,0.4,0.35,28,Phoenix,232,-1.1,-1.3,10
1,4.5,1,Center,19,assists,0.8,1.0,0.55,24,Phoenix,232,-1.1,-1.3,10
1,11.5,0,Shooting Guard,24,points,0.2,0.0,0.0,26,Denver,235,-2.1,-1.1,9
1,19.5,0,Shooting Guard,26,pra,0.2,0.0,0.42,29,Denver,235,-2.1,-1.1,9
1,2.5,1,Shooting Guard,30,assists,0.8,0.8,0.63,30,Denver,235,-2.1,-1.1,9
1,4.5,1,Shooting Guard,13,rebounds,0.5,0.2,0.53,16,Denver,235,-2.1,-1.1,9
0,0.5,0,Shooting Guard,4,steals,0.7,0.6,0.77,20,Miami,232,-3.8,0.1,10
0,19.5,0,Shooting Guard,6,points,0.4,0.6,0.08,14,Miami,232,-3.8,0.1,10
0,2.5,0,Shooting Guard,16,3-pt,0.5,0.4,0.54,19,Miami,232,-3.8,0.1,10
0,27.5,0,Shooting Guard,8,pra,0.3,0.4,0.31,16,Miami,232,-3.8,0.1,10
0,3.5,1,Shooting Guard,22,assists,0.4,0.6,0.46,11,Miami,232,-3.8,0.1,10
0,4.5,1,Shooting Guard,14,rebounds,0.4,0.2,0.31,24,Miami,232,-3.8,0.1,10
0,6.5,1,Power Forward,22,rebounds,0.4,0.2,0.18,26,Boston,248,2.7,-0.6,6
0,7.5,1,Power Forward,9,points,0.7,0.6,0.0,21,Boston,248,2.7,-0.6,6
1,1.5,0,Small Forward,6,3-pt,0.8,1.0,0.82,18,Okla City,228,3.1,1.3,10
1,19.5,0,Small Forward,2,points,0.6,0.6,0.06,20,Okla City,228,3.1,1.3,10
1,30.5,0,Small Forward,6,pra,0.5,0.6,0.59,23,Okla City,228,3.1,1.3,10
1,4.5,0,Small Forward,4,assists,0.8,0.6,0.65,13,Okla City,228,3.1,1.3,10
1,5.5,0,Small Forward,30,rebounds,0.3,0.4,0.47,27,Okla City,228,3.1,1.3,10
1,25.5,0,Forward,10,points,0.6,0.6,0.0,16,Cleveland,218,2.1,4.8,14
1,3.5,0,Forward,9,assists,0.5,0.2,0.5,24,Cleveland,218,2.1,4.8,14
1,35.5,0,Forward,7,pra,0.5,0.4,0.33,24,Cleveland,218,2.1,4.8,14
1,4.5,0,Forward,14,3-pt,0.7,0.8,0.44,27,Cleveland,218,2.1,4.8,14
1,5.5,0,Forward,9,rebounds,0.6,0.6,0.5,29,Cleveland,218,2.1,4.8,14
1,0.5,1,Shooting Guard,3,steals,0.7,0.8,0.7,5,Okla City,228,-0.9,1.3,10
1,17.5,0,Shooting Guard,2,points,0.8,0.8,0.11,3,Okla City,228,-0.9,1.3,10
1,2.5,0,Shooting Guard,6,3-pt,0.8,0.8,0.8,7,Okla City,228,-0.9,1.3,10
1,25.5,0,Shooting Guard,6,pra,0.7,0.8,0.7,4,Okla City,228,-0.9,1.3,10
1,3.5,1,Shooting Guard,4,assists,0.4,0.4,0.4,3,Okla City,228,-0.9,1.3,10
1,3.5,1,Shooting Guard,30,rebounds,0.5,0.4,0.5,23,Okla City,228,-0.9,1.3,10
0,0.5,1,Point Guard,1,steals,0.6,0.6,0.55,10,New York,231,-1.3,0.1,9
0,2.5,1,Point Guard,23,3-pt,0.5,0.8,0.35,7,New York,231,-1.3,0.1,9
0,22.5,1,Point Guard,11,points,0.7,1.0,0.05,16,New York,231,-1.3,0.1,9
0,37.5,1,Point Guard,5,pra,0.7,0.8,0.65,12,New York,231,-1.3,0.1,9
0,5.5,1,Point Guard,1,rebounds,0.9,0.8,0.8,2,New York,231,-1.3,0.1,9
0,8.5,1,Point Guard,13,assists,0.9,0.8,0.65,16,New York,231,-1.3,0.1,9
1,1.5,1,Guard,26,3-pt,0.5,0.6,0.45,27,Denver,235,-3.6,0.0,9
1,4.5,1,Guard,30,assists,0.1,0.0,0.35,30,Denver,235,-3.6,0.0,9
1,4.5,0,Guard,13,rebounds,0.2,0.2,0.3,16,Denver,235,-3.6,0.0,9
0,0.5,0,Guard,25,3-pt,0.3,0.2,0.6,20,Washington,235,1.5,-1.7,9
0,13.5,1,Guard,29,points,0.6,0.4,0.05,23,Washington,235,1.5,-1.7,9
0,2.5,0,Guard,24,assists,0.4,0.2,0.3,26,Washington,235,1.5,-1.7,9
0,4.5,0,Guard,29,rebounds,0.5,0.6,0.55,18,Washington,235,1.5,-1.7,9
1,1.5,0,Small Forward,14,3-pt,0.3,0.4,0.32,25,Cleveland,218,-0.3,0.9,14
1,10.5,0,Small Forward,10,points,0.3,0.4,0.0,23,Cleveland,218,-0.3,0.9,14
1,19.5,0,Small Forward,7,pra,0.2,0.4,0.18,16,Cleveland,218,-0.3,0.9,14
1,3.5,1,Small Forward,9,assists,0.3,0.4,0.23,7,Cleveland,218,-0.3,0.9,14
1,5.5,1,Small Forward,9,rebounds,0.7,0.6,0.41,7,Cleveland,218,-0.3,0.9,14
0,1.5,1,Center,26,blocks,0.4,0.4,0.41,28,Toronto,243,0.8,-0.1,7
0,11.5,0,Center,25,points,0.5,0.6,0.0,18,Toronto,243,0.8,-0.1,7
0,6.5,0,Center,12,rebounds,0.6,0.6,0.55,20,Toronto,243,0.8,-0.1,7
0,0.5,1,Point Guard,18,blocks,0.1,0.0,0.18,23,Charlotte,218,-0.7,-0.6,14
0,0.5,0,Point Guard,11,steals,0.6,0.6,0.68,4,Charlotte,218,-0.7,-0.6,14
0,18.5,0,Point Guard,14,points,0.7,0.8,0.0,19,Charlotte,218,-0.7,-0.6,14
0,2.5,0,Point Guard,18,3-pt,0.5,0.6,0.55,14,Charlotte,218,-0.7,-0.6,14
0,2.5,0,Point Guard,20,rebounds,0.6,0.4,0.45,27,Charlotte,218,-0.7,-0.6,14
0,27.5,0,Point Guard,18,pra,0.7,0.8,0.55,18,Charlotte,218,-0.7,-0.6,14
0,6.5,0,Point Guard,16,assists,0.5,0.4,0.41,9,Charlotte,218,-0.7,-0.6,14
1,0.5,0,Shooting Guard,16,blocks,0.3333333333333333,0.4,0.33,18,Okla City,228,-0.1,0.2,10
1,1.5,1,Shooting Guard,6,3-pt,0.5,0.6,0.5,7,Okla City,228,-0.1,0.2,10
1,1.5,1,Shooting Guard,3,steals,0.6666666666666666,0.8,0.67,5,Okla City,228,-0.1,0.2,10
1,17.5,1,Shooting Guard,2,points,0.16666666666666666,0.2,0.01,3,Okla City,228,-0.1,0.2,10
1,28.5,1,Shooting Guard,6,pra,0.3333333333333333,0.2,0.33,4,Okla City,228,-0.1,0.2,10
1,5.5,0,Shooting Guard,4,assists,0.5,0.4,0.5,3,Okla City,228,-0.1,0.2,10
1,5.5,1,Shooting Guard,30,rebounds,0.5,0.4,0.5,23,Okla City,228,-0.1,0.2,10
0,1.5,1,Center,26,blocks,0.7,0.6,0.5,28,Toronto,243,-0.1,0.0,7
0,8.5,0,Center,25,points,0.5,0.4,0.06,18,Toronto,243,-0.1,0.0,7
0,8.5,0,Center,12,rebounds,0.4,0.6,0.44,20,Toronto,243,-0.1,0.0,7
1,0.5,1,Point Guard,14,blocks,0.6,0.2,0.64,20,Memphis,248,-2.4,-0.9,6
1,0.5,1,Point Guard,21,steals,0.5,0.8,0.68,23,Memphis,248,-2.4,-0.9,6
1,14.5,0,Point Guard,17,points,0.6,0.6,0.05,13,Memphis,248,-2.4,-0.9,6
1,2.5,0,Point Guard,15,3-pt,0.8,0.8,0.82,23,Memphis,248,-2.4,-0.9,6
1,24.5,0,Point Guard,19,pra,0.7,0.8,0.73,10,Memphis,248,-2.4,-0.9,6
1,4.5,0,Point Guard,6,assists,0.6,0.8,0.55,6,Memphis,248,-2.4,-0.9,6
1,4.5,1,Point Guard,23,rebounds,0.6,0.6,0.55,20,Memphis,248,-2.4,-0.9,6
0,16.5,0,Shooting Guard,9,points,0.3,0.4,0.07,21,Boston,248,-0.1,-1.9,6
0,2.5,0,Shooting Guard,7,3-pt,0.1,0.0,0.19,16,Boston,248,-0.1,-1.9,6
0,25.5,0,Shooting Guard,9,pra,0.4,0.4,0.44,20,Boston,248,-0.1,-1.9,6
0,3.5,1,Shooting Guard,5,assists,0.7,0.8,0.62,14,Boston,248,-0.1,-1.9,6
0,5.5,0,Shooting Guard,22,rebounds,0.7,0.6,0.69,15,Boston,248,-0.1,-1.9,6
0,0.5,0,Shooting Guard,4,steals,0.7,0.8,0.71,20,Miami,232,0.5,1.0,10
0,2.5,0,Shooting Guard,16,3-pt,0.6,1.0,0.57,19,Miami,232,0.5,1.0,10
0,28.5,0,Shooting Guard,6,points,0.4,0.4,0.0,14,Miami,232,0.5,1.0,10
0,3.5,1,Shooting Guard,14,rebounds,0.4,0.4,0.43,24,Miami,232,0.5,1.0,10
0,38.5,0,Shooting Guard,8,pra,0.4,0.4,0.29,16,Miami,232,0.5,1.0,10
0,5.5,1,Shooting Guard,22,assists,0.3,0.4,0.48,11,Miami,232,0.5,1.0,10
0,0.5,0,Shooting Guard,18,blocks,0.4,0.6,0.27,4,Charlotte,218,1.5,2.4,14
0,1.5,0,Shooting Guard,11,steals,0.7,1.0,0.55,1,Charlotte,218,1.5,2.4,14
0,23.5,0,Shooting Guard,14,points,0.6,0.6,0.0,1,Charlotte,218,1.5,2.4,14
0,3.5,1,Shooting Guard,18,3-pt,0.7,0.8,0.55,13,Charlotte,218,1.5,2.4,14
0,3.5,1,Shooting Guard,16,assists,0.6,0.8,0.59,6,Charlotte,218,1.5,2.4,14
0,32.5,1,Shooting Guard,18,pra,0.6,0.6,0.5,1,Charlotte,218,1.5,2.4,14
0,4.5,1,Shooting Guard,20,rebounds,0.6,0.6,0.36,5,Charlotte,218,1.5,2.4,14
1,10.5,1,Forward,19,points,0.4,0.2,0.0,22,Phoenix,232,3.2,0.7,10
1,2.5,1,Forward,12,3-pt,0.2,0.2,0.26,12,Phoenix,232,3.2,0.7,10
0,0.5,1,Power Forward,11,steals,0.7,0.8,0.55,10,Charlotte,218,2.9,0.6,14
0,16.5,1,Power Forward,14,points,0.6,0.8,0.05,28,Charlotte,218,2.9,0.6,14
0,2.5,0,Power Forward,16,assists,0.6,0.8,0.64,13,Charlotte,218,2.9,0.6,14
0,28.5,1,Power Forward,18,pra,0.7,0.8,0.59,14,Charlotte,218,2.9,0.6,14
0,9.5,1,Power Forward,20,rebounds,0.7,0.8,0.5,6,Charlotte,218,2.9,0.6,14
1,1.5,1,Guard,5,3-pt,0.6,0.6,0.72,2,Dallas,243,-0.5,-3.4,7
1,12.5,1,Guard,12,points,0.7,0.6,0.06,9,Dallas,243,-0.5,-3.4,7
0,11.5,1,Shooting Guard,6,points,0.5,0.4,0.0,14,Miami,232,3.9,-0.7,10
0,3.5,0,Shooting Guard,14,rebounds,0.5,0.6,0.35,24,Miami,232,3.9,-0.7,10
1,1.5,1,Forward,12,3-pt,0.5,0.6,0.39,12,Phoenix,232,4.3,1.2,10
1,3.5,0,Forward,8,rebounds,0.5,0.6,0.5,4,Phoenix,232,4.3,1.2,10
1,6.5,1,Forward,19,points,0.5,0.6,0.06,22,Phoenix,232,4.3,1.2,10
1,0.5,1,Small Forward,16,blocks,0.4,0.4,0.4,20,Okla City,228,-1.3,-0.5,10
1,1.5,0,Small Forward,3,steals,0.8,0.8,0.8,21,Okla City,228,-1.3,-0.5,10
1,15.5,1,Small Forward,6,pra,0.2,0.2,0.2,23,Okla City,228,-1.3,-0.5,10
1,2.5,1,Small Forward,4,assists,0.2,0.2,0.2,13,Okla City,228,-1.3,-0.5,10
1,3.5,1,Small Forward,30,rebounds,0.4,0.4,0.4,27,Okla City,228,-1.3,-0.5,10
1,8.5,1,Small Forward,2,points,0.4,0.4,0.01,20,Okla City,228,-1.3,-0.5,10
0,10.5,1,Center,22,points,0.7142857142857143,0.6,0.17,19,New Orleans,228,0.0,-1.6,10
0,12.5,0,Center,24,rebounds,0.7142857142857143,0.8,0.71,30,New Orleans,228,0.0,-1.6,10
0,27.5,1,Center,27,pra,0.7142857142857143,0.6,0.71,24,New Orleans,228,0.0,-1.6,10
0,3.5,1,Center,27,assists,0.7142857142857143,0.8,0.71,8,New Orleans,228,0.0,-1.6,10
0,5.5,1,Center,11,points,0.7,0.4,0.0,4,New York,231,-2.4,-0.4,9
0,5.5,0,Center,1,rebounds,0.4,0.2,0.5,1,New York,231,-2.4,-0.4,9
0,0.5,1,Point Guard,2,steals,0.6,0.6,0.54,12,Boston,248,-0.5,-0.3,6
0,1.5,1,Point Guard,7,3-pt,0.5,0.6,0.46,5,Boston,248,-0.5,-0.3,6
0,21.5,1,Point Guard,9,points,0.5,0.6,0.08,18,Boston,248,-0.5,-0.3,6
0,34.5,1,Point Guard,9,pra,0.6,0.6,0.54,17,Boston,248,-0.5,-0.3,6
0,4.5,1,Point Guard,22,rebounds,0.4,0.0,0.38,21,Boston,248,-0.5,-0.3,6
0,8.5,1,Point Guard,5,assists,0.5,0.2,0.54,10,Boston,248,-0.5,-0.3,6
0,0.5,1,Point Guard,1,steals,0.8,0.8,0.74,10,New York,231,-4.5,-3.0,9
0,1.5,1,Point Guard,23,3-pt,0.6,0.6,0.52,7,New York,231,-4.5,-3.0,9
0,15.5,1,Point Guard,11,points,0.5,0.4,0.05,16,New York,231,-4.5,-3.0,9
0,22.5,1,Point Guard,5,pra,0.4,0.2,0.61,12,New York,231,-4.5,-3.0,9
0,3.5,1,Point Guard,13,assists,0.7,0.6,0.65,16,New York,231,-4.5,-3.0,9
0,3.5,1,Point Guard,1,rebounds,0.5,0.2,0.65,2,New York,231,-4.5,-3.0,9
1,3.5,0,Guard,8,rebounds,0.6,0.8,0.75,7,Phoenix,232,0.2,1.2,10
1,8.5,0,Guard,19,points,0.6,0.8,0.06,13,Phoenix,232,0.2,1.2,10
1,1.5,0,Center,6,blocks,0.5,0.4,0.41,2,Dallas,243,0.1,-1.9,7
1,10.5,0,Center,18,rebounds,0.7,0.4,0.55,11,Dallas,243,0.1,-1.9,7
1,14.5,1,Center,12,points,0.7,0.6,0.0,28,Dallas,243,0.1,-1.9,7
1,2.5,1,Center,21,assists,0.3,0.4,0.45,22,Dallas,243,0.1,-1.9,7
1,28.5,1,Center,16,pra,0.8,0.6,0.59,27,Dallas,243,0.1,-1.9,7
1,0.5,1,Point Guard,28,steals,0.7,0.6,0.5,22,Detroit,231,-3.6,-2.9,9
1,2.5,1,Point Guard,22,3-pt,0.6,0.6,0.55,15,Detroit,231,-3.6,-2.9,9
1,2.5,1,Point Guard,7,rebounds,0.4,0.4,0.55,4,Detroit,231,-3.6,-2.9,9
1,24.5,1,Point Guard,16,points,0.4,0.4,0.0,7,Detroit,231,-3.6,-2.9,9
1,35.5,1,Point Guard,10,pra,0.5,0.4,0.45,2,Detroit,231,-3.6,-2.9,9
1,7.5,1,Point Guard,8,assists,0.6,0.2,0.5,4,Detroit,231,-3.6,-2.9,9
0,1.5,0,Center,8,blocks,0.4,0.4,0.36,8,New York,231,-2.9,-0.1,9
0,8.5,1,Center,11,points,0.5,0.4,0.05,4,New York,231,-2.9,-0.1,9
0,8.5,0,Center,1,rebounds,0.5,0.2,0.55,1,New York,231,-2.9,-0.1,9
0,2.5,1,Forward,28,3-pt,0.3,0.0,0.36,10,New Orleans,228,-3.2,-1.3,10
0,22.5,1,Forward,22,points,0.5,0.2,0.0,25,New Orleans,228,-3.2,-1.3,10
0,32.5,1,Forward,27,pra,0.6,0.4,0.5,22,New Orleans,228,-3.2,-1.3,10
0,4.5,1,Forward,27,assists,0.7,0.6,0.59,21,New Orleans,228,-3.2,-1.3,10
0,5.5,1,Forward,24,rebounds,0.5,0.4,0.55,12,New Orleans,228,-3.2,-1.3,10
0,0.5,1,Power Forward,2,steals,1.0,1.0,0.9,1,Boston,248,-1.9,-1.0,6
0,1.5,1,Power Forward,7,3-pt,0.7,0.4,0.62,29,Boston,248,-1.9,-1.0,6
0,1.5,1,Power Forward,1,blocks,0.7,0.4,0.57,25,Boston,248,-1.9,-1.0,6
0,19.5,1,Power Forward,9,points,0.6,0.4,0.0,21,Boston,248,-1.9,-1.0,6
0,26.5,1,Power Forward,9,pra,0.7,0.4,0.67,27,Boston,248,-1.9,-1.0,6
0,6.5,1,Power Forward,22,rebounds,0.4,0.6,0.29,26,Boston,248,-1.9,-1.0,6
0,10.5,0,Center,20,rebounds,0.5,0.2,0.61,14,Charlotte,218,0.0,-2.6,14
0,12.5,0,Center,14,points,0.5,0.2,0.05,8,Charlotte,218,0.0,-2.6,14
1,0.5,0,Shooting Guard,14,blocks,0.4,0.4,0.33,20,Memphis,248,-1.7,-0.5,6
1,1.5,0,Shooting Guard,21,steals,0.2,0.4,0.22,17,Memphis,248,-1.7,-0.5,6
1,2.5,0,Shooting Guard,15,3-pt,0.6,0.8,0.56,4,Memphis,248,-1.7,-0.5,6
1,23.5,0,Shooting Guard,17,points,0.7,0.6,0.0,4,Memphis,248,-1.7,-0.5,6
1,3.5,1,Shooting Guard,6,assists,0.9,0.8,0.78,16,Memphis,248,-1.7,-0.5,6
1,32.5,0,Shooting Guard,19,pra,0.6,0.4,0.67,10,Memphis,248,-1.7,-0.5,6
1,5.5,0,Shooting Guard,23,rebounds,0.6,0.6,0.67,28,Memphis,248,-1.7,-0.5,6
0,1.5,0,Forward,7,3-pt,0.7,0.8,0.61,29,Boston,248,-2.2,-0.8,6
0,10.5,0,Forward,9,points,0.6,0.6,0.0,21,Boston,248,-2.2,-0.8,6
0,15.5,0,Forward,9,pra,0.7,0.8,0.57,27,Boston,248,-2.2,-0.8,6
0,3.5,0,Forward,22,rebounds,0.5,0.6,0.48,26,Boston,248,-2.2,-0.8,6
1,0.5,0,Small Forward,14,blocks,0.3,0.6,0.45,13,Memphis,248,-1.1,0.0,6
1,1.5,0,Small Forward,21,steals,0.3,0.0,0.41,26,Memphis,248,-1.1,0.0,6
1,27.5,0,Small Forward,17,points,0.5,0.6,0.05,27,Memphis,248,-1.1,0.0,6
1,3.5,0,Small Forward,15,3-pt,0.7,0.6,0.64,16,Memphis,248,-1.1,0.0,6
1,41.5,0,Small Forward,19,pra,0.6,0.6,0.64,24,Memphis,248,-1.1,0.0,6
1,5.5,1,Small Forward,6,assists,0.4,0.0,0.45,8,Memphis,248,-1.1,0.0,6
1,8.5,1,Small Forward,23,rebounds,0.8,0.8,0.55,14,Memphis,248,-1.1,0.0,6
1,0.5,1,Small Forward,12,3-pt,0.5,0.6,0.4,6,Phoenix,232,-0.1,-1.5,10
1,0.5,1,Small Forward,7,blocks,0.2,0.2,0.27,6,Phoenix,232,-0.1,-1.5,10
1,1.5,0,Small Forward,14,steals,0.3,0.4,0.4,19,Phoenix,232,-0.1,-1.5,10
1,18.5,1,Small Forward,19,points,0.5,0.4,0.0,4,Phoenix,232,-0.1,-1.5,10
1,29.5,1,Small Forward,17,pra,0.6,0.6,0.6,5,Phoenix,232,-0.1,-1.5,10
1,4.5,0,Small Forward,19,assists,0.6,0.6,0.6,19,Phoenix,232,-0.1,-1.5,10
1,5.5,1,Small Forward,8,rebounds,0.4,0.2,0.4,19,Phoenix,232,-0.1,-1.5,10
1,0.5,1,Center,24,blocks,0.5,0.4,0.45,25,Denver,235,-1.2,-0.5,9
1,8.5,1,Center,13,rebounds,0.3,0.2,0.3,24,Denver,235,-1.2,-0.5,9
1,1.5,0,Shooting Guard,19,steals,0.6,0.6,0.67,19,Denver,235,-0.8,-1.0,9
1,2.5,1,Shooting Guard,26,3-pt,0.5,0.4,0.56,27,Denver,235,-0.8,-1.0,9
1,2.5,1,Shooting Guard,13,rebounds,0.4,0.2,0.33,16,Denver,235,-0.8,-1.0,9
1,21.5,1,Shooting Guard,24,points,0.5,0.4,0.06,26,Denver,235,-0.8,-1.0,9
1,30.5,1,Shooting Guard,26,pra,0.4,0.4,0.39,29,Denver,235,-0.8,-1.0,9
1,5.5,1,Shooting Guard,30,assists,0.6,0.6,0.44,30,Denver,235,-0.8,-1.0,9
1,1.5,1,Shooting Guard,14,3-pt,0.5,0.4,0.4,10,Cleveland,218,3.8,2.1,14
1,3.5,0,Shooting Guard,9,rebounds,0.5,0.4,0.3,21,Cleveland,218,3.8,2.1,14
1,9.5,1,Shooting Guard,10,points,0.5,0.4,0.0,8,Cleveland,218,3.8,2.1,14
1,1.5,0,Shooting Guard,22,3-pt,0.6,0.4,0.45,9,Detroit,231,0.9,0.1,9
1,13.5,1,Shooting Guard,16,points,0.5,0.2,0.0,15,Detroit,231,0.9,0.1,9
1,28.5,0,Shooting Guard,10,pra,0.6,0.6,0.59,14,Detroit,231,0.9,0.1,9
1,6.5,0,Shooting Guard,8,assists,0.2,0.2,0.32,13,Detroit,231,0.9,0.1,9
1,8.5,0,Shooting Guard,7,rebounds,0.4,0.6,0.55,11,Detroit,231,0.9,0.1,9
1,0.5,0,Point Guard,21,steals,0.7,0.8,0.45,23,Memphis,248,2.8,0.4,6
1,1.5,1,Point Guard,15,3-pt,0.5,0.2,0.55,23,Memphis,248,2.8,0.4,6
1,10.5,1,Point Guard,17,points,0.6,0.4,0.05,13,Memphis,248,2.8,0.4,6
1,19.5,1,Point Guard,19,pra,0.6,0.4,0.65,10,Memphis,248,2.8,0.4,6
1,4.5,0,Point Guard,6,assists,0.4,0.6,0.35,6,Memphis,248,2.8,0.4,6
1,4.5,0,Point Guard,23,rebounds,0.5,0.4,0.4,20,Memphis,248,2.8,0.4,6
0,11.5,1,Shooting Guard,25,points,0.4,0.4,0.06,24,Toronto,243,-3.8,-2.2,7
0,2.5,1,Shooting Guard,13,3-pt,0.5,0.6,0.53,22,Toronto,243,-3.8,-2.2,7
0,2.5,1,Shooting Guard,12,rebounds,0.7,0.6,0.68,1,Toronto,243,-3.8,-2.2,7
1,1.5,1,Center,6,assists,0.75,0.75,0.75,5,Memphis,248,-1.35,-0.55,6
1,17.5,1,Center,17,points,0.75,0.75,0.08,15,Memphis,248,-1.35,-0.55,6
1,2.5,1,Center,15,3-pt,0.5,0.5,0.5,21,Memphis,248,-1.35,-0.55,6
1,27.5,1,Center,19,pra,0.75,0.75,0.75,8,Memphis,248,-1.35,-0.55,6
1,6.5,1,Center,23,rebounds,0.75,0.75,0.75,9,Memphis,248,-1.35,-0.55,6
0,1.5,1,Point Guard,27,steals,0.3,0.4,0.38,24,Toronto,243,-0.7,2.9,7
0,23.5,1,Point Guard,25,points,0.4,0.6,0.0,23,Toronto,243,-0.7,2.9,7
0,3.5,1,Point Guard,13,3-pt,0.3,0.4,0.29,19,Toronto,243,-0.7,2.9,7
0,3.5,1,Point Guard,12,rebounds,0.8,1.0,0.71,15,Toronto,243,-0.7,2.9,7
0,33.5,1,Point Guard,21,pra,0.5,0.6,0.52,14,Toronto,243,-0.7,2.9,7
0,5.5,0,Point Guard,15,assists,0.8,0.6,0.57,1,Toronto,243,-0.7,2.9,7
0,1.5,1,Guard,28,3-pt,0.5,0.4,0.55,6,New Orleans,228,-1.1,-0.8,10
0,3.5,1,Guard,24,rebounds,0.7,0.4,0.55,30,New Orleans,228,-1.1,-0.8,10
0,8.5,1,Guard,22,points,0.3,0.2,0.0,7,New Orleans,228,-1.1,-0.8,10
0,1.5,1,Point Guard,27,steals,0.7,1.0,0.53,24,Toronto,243,-3.5,-3.2,7
0,29.5,1,Point Guard,25,points,0.5,0.4,0.0,23,Toronto,243,-3.5,-3.2,7
0,3.5,1,Point Guard,13,3-pt,0.4,0.4,0.47,19,Toronto,243,-3.5,-3.2,7
0,45.5,1,Point Guard,21,pra,0.4,0.4,0.47,14,Toronto,243,-3.5,-3.2,7
0,7.5,1,Point Guard,15,assists,0.5,0.4,0.53,1,Toronto,243,-3.5,-3.2,7
0,8.5,1,Point Guard,12,rebounds,0.3,0.4,0.41,15,Toronto,243,-3.5,-3.2,7
0,12.5,1,Shooting Guard,11,points,0.8,0.6,0.04,19,New York,231,-3.0,-1.9,9
0,2.5,1,Shooting Guard,23,3-pt,0.8,0.6,0.71,23,New York,231,-3.0,-1.9,9
0,9.5,0,Point Guard,9,points,0.5,0.8,0.08,18,Boston,248,2.6,1.3,6
1,7.5,0,Power Forward,13,rebounds,0.1,0.2,0.07,28,Denver,235,0.9,0.9,9
0,7.5,0,Center,6,points,0.2,0.0,0.05,16,Miami,232,-1.1,-0.5,10
0,8.5,1,Center,14,rebounds,0.3,0.2,0.25,27,Miami,232,-1.1,-0.5,10
0,18.5,0,Small Forward,29,points,0.6,0.6,0.0,12,Washington,235,-2.5,-0.1,9
0,2.5,0,Small Forward,25,3-pt,0.4,0.4,0.55,10,Washington,235,-2.5,-0.1,9
0,2.5,1,Small Forward,24,assists,0.5,0.2,0.55,14,Washington,235,-2.5,-0.1,9
0,28.5,0,Small Forward,30,pra,0.6,0.6,0.5,13,Washington,235,-2.5,-0.1,9
0,7.5,0,Small Forward,29,rebounds,0.3,0.2,0.35,17,Washington,235,-2.5,-0.1,9
1,0.5,1,Small Forward,15,blocks,0.3,0.2,0.45,8,Detroit,231,0.8,0.5,9
1,1.5,1,Small Forward,28,steals,0.2,0.4,0.27,24,Detroit,231,0.8,0.5,9
1,16.5,1,Small Forward,16,points,0.5,0.8,0.0,8,Detroit,231,0.8,0.5,9
1,2.5,1,Small Forward,22,3-pt,0.3,0.4,0.36,21,Detroit,231,0.8,0.5,9
1,23.5,1,Small Forward,10,pra,0.6,0.8,0.55,9,Detroit,231,0.8,0.5,9
1,3.5,0,Small Forward,8,assists,0.5,0.4,0.5,12,Detroit,231,0.8,0.5,9
1,3.5,0,Small Forward,7,rebounds,0.3,0.4,0.41,13,Detroit,231,0.8,0.5,9
0,0.5,0,Center,23,blocks,0.5,0.6,0.65,17,Washington,235,-0.9,1.2,9
0,1.5,1,Center,25,3-pt,0.7,0.8,0.65,28,Washington,235,-0.9,1.2,9
0,1.5,0,Center,22,steals,0.6,0.4,0.53,5,Washington,235,-0.9,1.2,9
0,13.5,1,Center,29,rebounds,0.5,0.4,0.47,28,Washington,235,-0.9,1.2,9
0,29.5,1,Center,29,points,0.6,0.4,0.0,30,Washington,235,-0.9,1.2,9
0,52.5,1,Center,30,pra,0.8,0.6,0.71,30,Washington,235,-0.9,1.2,9
0,9.5,0,Center,24,assists,0.6,0.4,0.59,6,Washington,235,-0.9,1.2,9
1,1.5,1,Small Forward,22,3-pt,0.6,0.4,0.59,21,Detroit,231,0.1,-0.7,9
1,1.5,1,Small Forward,28,steals,0.5,0.4,0.5,24,Detroit,231,0.1,-0.7,9
1,16.5,1,Small Forward,16,points,0.5,0.4,0.0,8,Detroit,231,0.1,-0.7,9
1,4.5,0,Small Forward,7,rebounds,0.6,0.4,0.59,13,Detroit,231,0.1,-0.7,9
1,1.5,0,Guard,5,3-pt,0.5,0.6,0.57,2,Dallas,243,0.4,-0.7,7
1,3.5,0,Guard,18,rebounds,0.6,0.6,0.61,9,Dallas,243,0.4,-0.7,7
1,8.5,0,Guard,12,points,0.6,0.6,0.0,9,Dallas,243,0.4,-0.7,7
0,1.5,0,Power Forward,13,3-pt,0.6,1.0,0.44,23,Toronto,243,1.4,0.3,7
0,12.5,1,Power Forward,25,points,0.7,0.8,0.0,15,Toronto,243,1.4,0.3,7
0,7.5,0,Power Forward,12,rebounds,0.7,0.6,0.61,15,Toronto,243,1.4,0.3,7
1,13.5,1,Point Guard,17,points,0.5,0.8,0.0,13,Memphis,248,2.9,2.3,6
1,18.5,1,Point Guard,19,pra,0.5,0.8,0.61,10,Memphis,248,2.9,2.3,6
