homeaway,line,hit,position,opp,cat,last10,last5,log,oppposrank,oppteam,gamescore,minutes,shots,spread
0,0.5,1,Point Guard,24,3-pt,0.3,0.2,0.32,27,Okla City,240,3.2,-0.1,14
0,2.5,0,Point Guard,24,3-pt,0.3,0.4,0.56,27,Okla City,240,-1.7,-1.5,14
0,24.5,0,Point Guard,13,points,0.4,0.4,0.0,9,Okla City,240,-1.7,-1.5,14
0,3.5,0,Point Guard,27,rebounds,0.4,0.4,0.58,23,Okla City,240,-1.7,-1.5,14
0,32.5,0,Point Guard,17,pra,0.3,0.2,0.64,12,Okla City,240,-1.7,-1.5,14
0,4.5,1,Point Guard,19,assists,0.4,0.4,0.58,12,Okla City,240,-1.7,-1.5,14
0,13.5,0,Point Guard,4,points,0.6,0.6,0.0,5,Miami,216,0.6,-0.2,4
0,2.5,0,Point Guard,22,3-pt,0.6,0.6,0.5,25,Miami,216,0.6,-0.2,4
0,21.5,0,Point Guard,7,pra,0.5,0.4,0.65,7,Miami,216,0.6,-0.2,4
0,3.5,0,Point Guard,9,rebounds,0.5,0.4,0.58,5,Miami,216,0.6,-0.2,4
0,4.5,0,Point Guard,18,assists,0.5,0.8,0.56,19,Miami,216,0.6,-0.2,4
0,0.5,1,Power Forward,24,3-pt,0.5,0.4,0.43,29,Okla City,240,0.4,-1.4,14
0,13.5,0,Power Forward,27,rebounds,0.6,0.6,0.37,27,Okla City,240,0.4,-1.4,14
0,19.5,1,Power Forward,13,points,0.3,0.4,0.02,15,Okla City,240,0.4,-1.4,14
0,43.5,1,Power Forward,17,pra,0.6,0.8,0.43,14,Okla City,240,0.4,-1.4,14
0,8.5,1,Power Forward,19,assists,0.5,0.6,0.41,13,Okla City,240,0.4,-1.4,14
0,1.5,0,Small Forward,24,3-pt,0.7,0.6,0.53,16,Okla City,240,-0.3,2.2,14
0,13.5,1,Small Forward,13,points,0.5,0.4,0.02,3,Okla City,240,-0.3,2.2,14
0,17.5,0,Small Forward,17,pra,0.6,0.4,0.35,3,Okla City,240,-0.3,2.2,14
0,3.5,0,Small Forward,27,rebounds,0.6,0.4,0.43,12,Okla City,240,-0.3,2.2,14
1,1.5,0,Shooting Guard,23,3-pt,0.4,0.4,0.56,20,Sacramento,240,-4.9,-2.3,14
1,6.5,0,Shooting Guard,22,points,0.3,0.2,0.02,24,Sacramento,240,-4.9,-2.3,14
1,1.5,1,Forward,23,3-pt,0.5,0.6,0.41,9,Sacramento,240,-1.2,1.3,14
1,18.5,1,Forward,22,points,0.7,0.6,0.0,25,Sacramento,240,-1.2,1.3,14
1,28.5,1,Forward,19,pra,0.3,0.2,0.41,10,Sacramento,240,-1.2,1.3,14
1,4.5,1,Forward,22,assists,0.6,0.6,0.48,10,Sacramento,240,-1.2,1.3,14
1,4.5,1,Forward,13,rebounds,0.3,0.2,0.41,7,Sacramento,240,-1.2,1.3,14
0,1.5,1,Shooting Guard,22,3-pt,0.2,0.0,0.56,25,Miami,216,0.5,-3.7,4
0,19.5,1,Shooting Guard,4,points,0.3,0.4,0.0,21,Miami,216,0.5,-3.7,4
0,29.5,1,Shooting Guard,7,pra,0.4,0.4,0.6,22,Miami,216,0.5,-3.7,4
0,3.5,0,Shooting Guard,18,assists,0.6,0.6,0.5,16,Miami,216,0.5,-3.7,4
0,5.5,1,Shooting Guard,9,rebounds,0.7,1.0,0.5,23,Miami,216,0.5,-3.7,4
0,26.5,0,Small Forward,4,points,0.5,0.6,0.02,15,Miami,216,0.3,1.6,4
0,3.5,0,Small Forward,22,3-pt,0.3,0.6,0.35,19,Miami,216,0.3,1.6,4
0,39.5,1,Small Forward,7,pra,0.5,0.6,0.49,16,Miami,216,0.3,1.6,4
0,4.5,1,Small Forward,18,assists,0.6,0.8,0.49,25,Miami,216,0.3,1.6,4
0,8.5,1,Small Forward,9,rebounds,0.5,0.4,0.43,9,Miami,216,0.3,1.6,4
1,0.5,1,Shooting Guard,23,3-pt,0.4,0.6,0.51,20,Sacramento,240,1.9,0.8,14
1,10.5,0,Shooting Guard,22,points,0.5,0.4,0.02,24,Sacramento,240,1.9,0.8,14
1,21.5,0,Shooting Guard,19,pra,0.4,0.4,0.51,17,Sacramento,240,1.9,0.8,14
1,4.5,0,Shooting Guard,22,assists,0.4,0.4,0.41,8,Sacramento,240,1.9,0.8,14
1,6.5,0,Shooting Guard,13,rebounds,0.3,0.2,0.41,2,Sacramento,240,1.9,0.8,14
0,1.5,1,Point Guard,22,3-pt,0.6,0.6,0.55,25,Miami,216,-1.1,-1.3,4
0,12.5,1,Point Guard,4,points,0.6,0.6,0.0,5,Miami,216,-1.1,-1.3,4
0,21.5,1,Point Guard,7,pra,0.7,0.8,0.57,7,Miami,216,-1.1,-1.3,4
0,4.5,1,Point Guard,18,assists,0.4,0.4,0.47,19,Miami,216,-1.1,-1.3,4
0,4.5,0,Point Guard,9,rebounds,0.5,0.6,0.74,5,Miami,216,-1.1,-1.3,4
0,1.5,0,Small Forward,24,3-pt,0.4,0.2,0.55,16,Okla City,240,-5.2,-5.0,14
0,13.5,0,Small Forward,13,points,0.4,0.2,0.02,3,Okla City,240,-5.2,-5.0,14
0,20.5,1,Small Forward,17,pra,0.4,0.0,0.49,3,Okla City,240,-5.2,-5.0,14
0,5.5,1,Small Forward,27,rebounds,0.3,0.2,0.43,12,Okla City,240,-5.2,-5.0,14
1,0.5,1,Small Forward,23,3-pt,0.5,0.4,0.54,29,Sacramento,240,0.8,-0.7,14
1,3.5,0,Small Forward,13,rebounds,0.4,0.4,0.39,16,Sacramento,240,0.8,-0.7,14
0,11.5,0,Shooting Guard,13,points,0.7,0.6,0.0,25,Okla City,240,2.4,-0.1,14
0,18.5,0,Shooting Guard,17,pra,0.5,0.2,0.39,23,Okla City,240,2.4,-0.1,14
0,2.5,0,Shooting Guard,24,3-pt,0.5,0.4,0.31,29,Okla City,240,2.4,-0.1,14
0,2.5,0,Shooting Guard,19,assists,0.7,0.4,0.47,19,Okla City,240,2.4,-0.1,14
0,3.5,0,Shooting Guard,27,rebounds,0.4,0.2,0.43,9,Okla City,240,2.4,-0.1,14
0,1.5,1,Center,22,3-pt,0.8,0.8,0.58,21,Miami,216,0.5,4.3,4
0,18.5,1,Center,4,points,0.6,0.6,0.03,1,Miami,216,0.5,4.3,4
0,27.5,1,Center,7,pra,0.7,0.8,0.55,2,Miami,216,0.5,4.3,4
0,6.5,1,Center,9,rebounds,0.6,0.8,0.53,18,Miami,216,0.5,4.3,4
1,1.5,1,Guard,23,3-pt,0.4,0.6,0.56,20,Sacramento,240,0.4,1.6,14
1,10.5,1,Guard,22,points,0.1,0.2,0.0,24,Sacramento,240,0.4,1.6,14
1,3.5,1,Guard,13,rebounds,0.2,0.4,0.48,2,Sacramento,240,0.4,1.6,14
0,2.5,1,Shooting Guard,24,3-pt,0.1,0.2,0.4,29,Okla City,240,2.2,3.1,14
0,1.5,1,Point Guard,22,3-pt,0.5,0.6,0.44,25,Miami,216,-3.4,-0.6,4
0,2.5,0,Point Guard,18,assists,0.5,0.4,0.56,19,Miami,216,-3.4,-0.6,4
0,2.5,1,Point Guard,9,rebounds,0.5,0.4,0.6,5,Miami,216,-3.4,-0.6,4
0,1.5,1,Small Forward,22,3-pt,0.6,0.6,0.65,19,Miami,216,0.7,0.3,4
0,2.5,0,Small Forward,9,rebounds,0.5,0.6,0.63,9,Miami,216,0.7,0.3,4
1,0.5,1,Point Guard,23,3-pt,0.8,0.8,0.73,16,Sacramento,240,1.2,-1.6,14
1,31.5,1,Point Guard,22,points,0.4,0.2,0.0,15,Sacramento,240,1.2,-1.6,14
1,44.5,1,Point Guard,19,pra,0.5,0.4,0.45,19,Sacramento,240,1.2,-1.6,14
1,5.5,0,Point Guard,13,rebounds,0.6,0.6,0.53,29,Sacramento,240,1.2,-1.6,14
1,6.5,1,Point Guard,22,assists,0.6,0.6,0.45,22,Sacramento,240,1.2,-1.6,14
1,1.5,0,Shooting Guard,17,3-pt,0.3,0.4,0.56,16,Boston,216,-2.7,-3.9,4
1,16.5,0,Shooting Guard,7,points,0.3,0.4,0.03,4,Boston,216,-2.7,-3.9,4
1,26.5,0,Shooting Guard,6,pra,0.3,0.6,0.69,4,Boston,216,-2.7,-3.9,4
1,3.5,1,Shooting Guard,19,rebounds,0.6,0.8,0.54,25,Boston,216,-2.7,-3.9,4
1,5.5,1,Shooting Guard,6,assists,0.3,0.4,0.64,3,Boston,216,-2.7,-3.9,4
0,1.5,0,Power Forward,24,3-pt,0.7,0.8,0.49,29,Okla City,240,0.3,1.8,14
0,4.5,1,Power Forward,27,rebounds,0.3,0.4,0.49,27,Okla City,240,0.3,1.8,14
0,7.5,0,Power Forward,13,points,0.7,0.8,0.03,15,Okla City,240,0.3,1.8,14
1,19.5,1,Point Guard,7,points,0.2,0.2,0.0,20,Boston,216,-3.2,-3.2,4
1,29.5,1,Point Guard,6,pra,0.3,0.4,0.59,16,Boston,216,-3.2,-3.2,4
1,3.5,1,Point Guard,17,3-pt,0.6,0.4,0.56,23,Boston,216,-3.2,-3.2,4
1,4.5,0,Point Guard,6,assists,0.4,0.6,0.44,4,Boston,216,-3.2,-3.2,4
1,4.5,1,Point Guard,19,rebounds,0.5,0.6,0.66,25,Boston,216,-3.2,-3.2,4
0,0.5,1,Power Forward,9,3-pt,0.5,0.6,0.43,22,Milwaukee,207,-0.5,-0.1,17
0,12.5,1,Power Forward,23,points,0.4,0.6,0.02,17,Milwaukee,207,-0.5,-0.1,17
0,2.5,0,Power Forward,14,assists,0.3,0.6,0.51,4,Milwaukee,207,-0.5,-0.1,17
0,21.5,1,Power Forward,21,pra,0.4,0.4,0.57,7,Milwaukee,207,-0.5,-0.1,17
0,5.5,1,Power Forward,19,rebounds,0.4,0.4,0.57,19,Milwaukee,207,-0.5,-0.1,17
1,1.5,1,Guard,13,3-pt,0.6,0.6,0.35,27,New York,208,2.6,0.7,2
1,2.5,1,Guard,9,assists,0.4,0.4,0.27,25,New York,208,2.6,0.7,2
1,7.5,1,Guard,3,points,0.6,0.6,0.0,19,New York,208,2.6,0.7,2
0,13.5,1,Small Forward,24,points,0.6,0.2,0.0,28,Charlotte,213,2.9,-0.3,9
0,2.5,0,Small Forward,26,3-pt,0.6,0.4,0.38,18,Charlotte,213,2.9,-0.3,9
0,20.5,1,Small Forward,27,pra,0.6,0.2,0.28,28,Charlotte,213,2.9,-0.3,9
0,4.5,0,Small Forward,18,rebounds,0.6,0.2,0.34,8,Charlotte,213,2.9,-0.3,9
1,0.5,0,Center,13,3-pt,0.4,0.4,0.45,30,New York,208,-2.3,-3.4,2
1,22.5,0,Center,3,points,0.4,0.2,0.0,3,New York,208,-2.3,-3.4,2
1,36.5,0,Center,3,pra,0.4,0.2,0.39,1,New York,208,-2.3,-3.4,2
1,4.5,1,Center,9,assists,0.7,0.6,0.61,2,New York,208,-2.3,-3.4,2
1,8.5,0,Center,1,rebounds,0.8,0.8,0.57,4,New York,208,-2.3,-3.4,2
1,0.5,0,Forward,13,3-pt,0.2,0.0,0.18,11,New York,208,9.8,3.4,2
1,11.5,0,Forward,3,points,0.4,0.6,0.0,14,New York,208,9.8,3.4,2
1,24.5,1,Forward,3,pra,0.4,0.6,0.15,3,New York,208,9.8,3.4,2
1,4.5,1,Forward,9,assists,0.2,0.2,0.15,6,New York,208,9.8,3.4,2
1,7.5,1,Forward,1,rebounds,0.3,0.6,0.18,1,New York,208,9.8,3.4,2
1,0.5,1,Shooting Guard,3,3-pt,0.8,1.0,0.46,4,Minnesota,221,6.4,2.1,21
1,0.5,1,Shooting Guard,1,points,1.0,1.0,0.03,2,Minnesota,221,6.4,2.1,21
0,0.5,0,Point Guard,26,3-pt,0.9,0.8,0.56,23,Charlotte,213,6.0,-0.7,9
0,16.5,1,Point Guard,27,pra,0.6,0.2,0.44,21,Charlotte,213,6.0,-0.7,9
0,2.5,0,Point Guard,18,rebounds,0.3,0.2,0.26,26,Charlotte,213,6.0,-0.7,9
0,4.5,1,Point Guard,28,assists,0.7,0.4,0.49,26,Charlotte,213,6.0,-0.7,9
0,8.5,1,Point Guard,24,points,0.8,0.6,0.03,15,Charlotte,213,6.0,-0.7,9
0,0.5,1,Small Forward,29,3-pt,0.8,0.8,0.64,28,Utah,236,-1.8,-0.5,22
0,12.5,1,Small Forward,25,points,0.5,0.2,0.0,23,Utah,236,-1.8,-0.5,22
0,18.5,1,Small Forward,24,pra,0.7,0.6,0.44,23,Utah,236,-1.8,-0.5,22
0,4.5,0,Small Forward,5,rebounds,0.6,0.4,0.49,5,Utah,236,-1.8,-0.5,22
0,2.5,0,Shooting Guard,12,3-pt,0.7,0.6,0.45,14,LA Clippers,221,0.8,-0.9,21
0,25.5,0,Shooting Guard,9,points,0.6,0.6,0.02,17,LA Clippers,221,0.8,-0.9,21
0,36.5,1,Shooting Guard,8,pra,0.5,0.6,0.61,16,LA Clippers,221,0.8,-0.9,21
0,4.5,1,Shooting Guard,7,rebounds,0.5,0.6,0.57,12,LA Clippers,221,0.8,-0.9,21
0,5.5,1,Shooting Guard,12,assists,0.3,0.2,0.37,13,LA Clippers,221,0.8,-0.9,21
0,1.5,1,Shooting Guard,27,3-pt,0.7,0.8,0.39,25,Atlanta,262,9.3,2.0,10
0,13.5,1,Shooting Guard,30,points,0.6,0.6,0.0,29,Atlanta,262,9.3,2.0,10
0,2.5,0,Shooting Guard,22,rebounds,0.4,0.2,0.41,19,Atlanta,262,9.3,2.0,10
0,20.5,1,Shooting Guard,29,pra,0.6,0.6,0.24,30,Atlanta,262,9.3,2.0,10
0,3.5,1,Shooting Guard,27,assists,0.3,0.4,0.2,21,Atlanta,262,9.3,2.0,10
0,0.5,0,Shooting Guard,26,3-pt,0.6,0.6,0.62,17,Charlotte,213,2.7,0.5,9
0,13.5,0,Shooting Guard,24,points,0.3,0.6,0.02,3,Charlotte,213,2.7,0.5,9
0,18.5,0,Shooting Guard,27,pra,0.5,0.6,0.5,6,Charlotte,213,2.7,0.5,9
0,4.5,0,Shooting Guard,18,rebounds,0.7,0.8,0.38,15,Charlotte,213,2.7,0.5,9
0,0.5,1,Guard,17,3-pt,0.3,0.2,0.09,24,Toronto,221,3.6,0.2,23
0,0.5,1,Guard,20,points,0.9,0.8,0.03,21,Toronto,221,3.6,0.2,23
0,3.5,0,Guard,26,assists,0.5,0.6,0.22,16,Toronto,221,3.6,0.2,23
1,1.5,0,Forward,2,3-pt,0.5,0.4,0.32,19,Denver,207,5.7,2.7,17
1,12.5,1,Forward,6,points,0.3,0.4,0.0,7,Denver,207,5.7,2.7,17
1,20.5,1,Forward,5,pra,0.6,0.8,0.49,24,Denver,207,5.7,2.7,17
1,7.5,1,Forward,3,rebounds,0.5,0.6,0.38,13,Denver,207,5.7,2.7,17
1,13.5,1,Shooting Guard,11,points,0.6,0.2,0.0,11,Chicago,262,4.1,-0.1,10
1,19.5,1,Shooting Guard,12,pra,0.8,0.6,0.69,8,Chicago,262,4.1,-0.1,10
1,2.5,1,Shooting Guard,30,3-pt,0.7,0.4,0.59,30,Chicago,262,4.1,-0.1,10
1,2.5,1,Shooting Guard,24,assists,0.6,0.8,0.57,17,Chicago,262,4.1,-0.1,10
1,2.5,0,Shooting Guard,15,rebounds,0.8,1.0,0.69,6,Chicago,262,4.1,-0.1,10
0,0.5,1,Guard,29,3-pt,0.4,0.2,0.63,26,Utah,236,8.0,2.7,22
0,10.5,0,Guard,25,points,0.4,0.4,0.0,13,Utah,236,8.0,2.7,22
0,21.5,0,Guard,24,pra,0.6,0.8,0.4,13,Utah,236,8.0,2.7,22
0,4.5,0,Guard,29,assists,0.6,0.8,0.37,10,Utah,236,8.0,2.7,22
0,6.5,0,Guard,5,rebounds,0.6,0.8,0.44,16,Utah,236,8.0,2.7,22
0,1.5,1,Small Forward,18,3-pt,0.3,0.2,0.31,30,Memphis,183,1.3,1.1,9
0,23.5,0,Small Forward,12,points,0.4,0.2,0.0,19,Memphis,183,1.3,1.1,9
0,36.5,0,Small Forward,14,pra,0.3,0.2,0.31,19,Memphis,183,1.3,1.1,9
0,5.5,0,Small Forward,26,rebounds,0.6,0.6,0.39,25,Memphis,183,1.3,1.1,9
0,6.5,0,Small Forward,10,assists,0.4,0.6,0.33,13,Memphis,183,1.3,1.1,9
1,2.5,0,Forward,1,3-pt,0.6,0.6,0.46,17,Indiana,213,3.1,5.0,9
1,2.5,0,Forward,5,assists,0.6,0.4,0.43,5,Indiana,213,3.1,5.0,9
1,21.5,0,Forward,28,points,0.4,0.4,0.0,30,Indiana,213,3.1,5.0,9
1,28.5,0,Forward,23,pra,0.4,0.4,0.24,16,Indiana,213,3.1,5.0,9
1,4.5,0,Forward,16,rebounds,0.4,0.6,0.41,25,Indiana,213,3.1,5.0,9
1,1.5,1,Center,2,3-pt,0.4,0.8,0.48,23,Denver,207,0.0,0.9,17
1,12.5,0,Center,6,points,0.5,0.6,0.02,24,Denver,207,0.0,0.9,17
1,18.5,0,Center,5,pra,0.9,1.0,0.66,19,Denver,207,0.0,0.9,17
1,4.5,1,Center,3,rebounds,0.6,0.4,0.64,9,Denver,207,0.0,0.9,17
1,0.5,1,Small Forward,22,3-pt,0.6,0.2,0.57,12,San Antonio,221,-7.1,-2.4,23
1,3.5,1,Small Forward,28,rebounds,0.4,0.0,0.61,27,San Antonio,221,-7.1,-2.4,23
1,9.5,1,Small Forward,26,points,0.4,0.4,0.02,12,San Antonio,221,-7.1,-2.4,23
0,15.5,1,Shooting Guard,2,points,0.3,0.6,0.0,1,Cleveland,244,1.7,1.9,2
0,24.5,1,Shooting Guard,2,pra,0.3,0.6,0.25,1,Cleveland,244,1.7,1.9,2
0,3.5,1,Shooting Guard,8,3-pt,0.2,0.4,0.33,8,Cleveland,244,1.7,1.9,2
0,3.5,1,Shooting Guard,2,assists,0.6,0.8,0.35,4,Cleveland,244,1.7,1.9,2
0,4.5,0,Shooting Guard,9,rebounds,0.2,0.2,0.25,3,Cleveland,244,1.7,1.9,2
0,18.5,0,Shooting Guard,12,points,0.6,0.8,0.03,4,Memphis,183,0.0,0.4,9
0,27.5,0,Shooting Guard,14,pra,0.4,0.6,0.54,7,Memphis,183,0.0,0.4,9
0,3.5,0,Shooting Guard,18,3-pt,0.3,0.4,0.41,7,Memphis,183,0.0,0.4,9
0,4.5,0,Shooting Guard,10,assists,0.1,0.2,0.49,22,Memphis,183,0.0,0.4,9
0,4.5,1,Shooting Guard,26,rebounds,0.5,0.4,0.44,17,Memphis,183,0.0,0.4,9
0,1.5,0,Point Guard,8,3-pt,0.2,0.2,0.31,9,Cleveland,244,4.3,2.3,2
0,2.5,0,Point Guard,9,rebounds,0.3,0.6,0.18,5,Cleveland,244,4.3,2.3,2
0,4.5,0,Point Guard,2,assists,0.3,0.4,0.18,2,Cleveland,244,4.3,2.3,2
0,8.5,1,Point Guard,2,points,0.3,0.4,0.0,11,Cleveland,244,4.3,2.3,2
1,1.5,0,Shooting Guard,6,3-pt,0.2,0.4,0.46,6,Philadelphia,244,-6.1,-4.0,2
1,11.5,0,Shooting Guard,14,points,0.5,0.4,0.0,18,Philadelphia,244,-6.1,-4.0,2
1,19.5,1,Shooting Guard,13,pra,0.5,0.6,0.59,20,Philadelphia,244,-6.1,-4.0,2
1,3.5,1,Shooting Guard,15,assists,0.8,1.0,0.63,29,Philadelphia,244,-6.1,-4.0,2
1,3.5,1,Shooting Guard,21,rebounds,0.6,0.8,0.46,5,Philadelphia,244,-6.1,-4.0,2
0,23.5,0,Point Guard,30,points,0.5,0.6,0.0,19,Atlanta,262,4.2,3.7,10
0,3.5,0,Point Guard,27,3-pt,0.4,0.6,0.38,21,Atlanta,262,4.2,3.7,10
0,35.5,0,Point Guard,29,pra,0.4,0.6,0.26,19,Atlanta,262,4.2,3.7,10
0,4.5,0,Point Guard,22,rebounds,0.8,0.8,0.49,13,Atlanta,262,4.2,3.7,10
0,6.5,1,Point Guard,27,assists,0.6,0.8,0.32,24,Atlanta,262,4.2,3.7,10
1,0.5,1,Small Forward,1,3-pt,0.6,0.8,0.65,2,Indiana,213,-0.4,1.0,9
1,16.5,1,Small Forward,23,pra,0.3,0.2,0.25,25,Indiana,213,-0.4,1.0,9
1,3.5,0,Small Forward,5,assists,0.6,0.8,0.4,6,Indiana,213,-0.4,1.0,9
1,4.5,1,Small Forward,16,rebounds,0.6,0.6,0.35,23,Indiana,213,-0.4,1.0,9
1,8.5,1,Small Forward,28,points,0.3,0.2,0.0,26,Indiana,213,-0.4,1.0,9
1,1.5,1,Point Guard,14,3-pt,0.7,0.8,0.45,15,Golden State,236,1.2,0.6,22
1,19.5,1,Point Guard,19,points,0.5,0.4,0.0,20,Golden State,236,1.2,0.6,22
1,2.5,1,Point Guard,11,rebounds,0.6,0.4,0.58,8,Golden State,236,1.2,0.6,22
1,28.5,1,Point Guard,16,pra,0.6,0.6,0.4,14,Golden State,236,1.2,0.6,22
1,5.5,0,Point Guard,11,assists,0.7,0.6,0.36,13,Golden State,236,1.2,0.6,22
0,1.5,0,Small Forward,15,3-pt,0.6,0.6,0.59,4,Dallas,216,5.1,4.3,8
0,11.5,0,Small Forward,21,points,0.5,0.8,0.0,4,Dallas,216,5.1,4.3,8
0,16.5,0,Small Forward,26,pra,0.5,0.8,0.41,11,Dallas,216,5.1,4.3,8
0,2.5,1,Small Forward,29,rebounds,0.5,0.6,0.43,28,Dallas,216,5.1,4.3,8
1,2.5,0,Point Guard,2,3-pt,0.4,0.4,0.52,14,Denver,207,1.0,-0.8,17
1,25.5,0,Point Guard,6,points,0.5,0.4,0.02,8,Denver,207,1.0,-0.8,17
1,3.5,0,Point Guard,3,rebounds,0.6,0.4,0.67,10,Denver,207,1.0,-0.8,17
1,35.5,0,Point Guard,5,pra,0.5,0.6,0.58,10,Denver,207,1.0,-0.8,17
1,6.5,0,Point Guard,8,assists,0.6,0.6,0.52,9,Denver,207,1.0,-0.8,17
1,17.5,1,Center,30,pra,0.8,0.8,0.67,30,Washington,216,0.0,1.8,8
1,6.5,1,Center,30,rebounds,0.9,1.0,0.63,30,Washington,216,0.0,1.8,8
1,9.5,1,Center,29,points,0.9,0.8,0.0,29,Washington,216,0.0,1.8,8
1,1.5,1,Point Guard,6,3-pt,0.5,0.2,0.52,11,Philadelphia,244,-4.5,-5.8,2
1,16.5,1,Point Guard,14,points,0.4,0.0,0.0,5,Philadelphia,244,-4.5,-5.8,2
1,2.5,0,Point Guard,21,rebounds,0.3,0.4,0.44,16,Philadelphia,244,-4.5,-5.8,2
1,25.5,1,Point Guard,13,pra,0.2,0.0,0.52,8,Philadelphia,244,-4.5,-5.8,2
1,5.5,1,Point Guard,15,assists,0.4,0.4,0.56,14,Philadelphia,244,-4.5,-5.8,2
1,1.5,1,Small Forward,30,3-pt,0.6,0.6,0.55,15,Chicago,262,-8.8,-3.1,10
1,10.5,1,Small Forward,11,points,0.7,0.4,0.0,15,Chicago,262,-8.8,-3.1,10
1,3.5,1,Small Forward,15,rebounds,0.4,0.2,0.59,4,Chicago,262,-8.8,-3.1,10
0,0.5,0,Small Forward,27,3-pt,0.7,0.6,0.63,24,Atlanta,262,2.8,0.2,10
0,25.5,1,Small Forward,30,points,0.4,0.6,0.0,24,Atlanta,262,2.8,0.2,10
0,35.5,1,Small Forward,29,pra,0.5,0.8,0.27,26,Atlanta,262,2.8,0.2,10
0,4.5,0,Small Forward,22,rebounds,0.4,0.4,0.37,14,Atlanta,262,2.8,0.2,10
0,5.5,0,Small Forward,27,assists,0.4,0.2,0.39,30,Atlanta,262,2.8,0.2,10
1,2.5,0,Shooting Guard,30,3-pt,0.5,0.4,0.5,30,Chicago,262,2.3,1.7,10
1,21.5,0,Shooting Guard,11,points,0.8,0.6,0.0,11,Chicago,262,2.3,1.7,10
1,32.5,0,Shooting Guard,12,pra,0.9,0.8,0.56,8,Chicago,262,2.3,1.7,10
1,5.5,1,Shooting Guard,24,assists,0.8,0.8,0.44,17,Chicago,262,2.3,1.7,10
1,5.5,0,Shooting Guard,15,rebounds,0.5,0.4,0.38,6,Chicago,262,2.3,1.7,10
0,0.5,1,Small Forward,15,3-pt,0.9,1.0,0.71,4,Dallas,216,4.3,1.5,8
0,13.5,1,Small Forward,21,points,0.5,0.8,0.0,4,Dallas,216,4.3,1.5,8
0,25.5,1,Small Forward,26,pra,0.4,0.6,0.31,11,Dallas,216,4.3,1.5,8
0,3.5,0,Small Forward,20,assists,0.5,0.4,0.56,22,Dallas,216,4.3,1.5,8
0,7.5,0,Small Forward,29,rebounds,0.5,0.8,0.29,28,Dallas,216,4.3,1.5,8
1,0.5,0,Small Forward,11,3-pt,0.5,0.4,0.67,22,Washington,216,-0.4,-1.9,8
1,4.5,0,Small Forward,30,rebounds,0.2,0.4,0.27,30,Washington,216,-0.4,-1.9,8
1,9.5,0,Small Forward,29,points,0.2,0.2,0.0,29,Washington,216,-0.4,-1.9,8
0,2.5,1,Shooting Guard,17,3-pt,0.5,0.6,0.48,24,Toronto,221,2.5,3.7,23
0,21.5,1,Shooting Guard,20,points,0.6,0.6,0.02,21,Toronto,221,2.5,3.7,23
0,3.5,1,Shooting Guard,26,assists,0.6,0.4,0.5,16,Toronto,221,2.5,3.7,23
0,30.5,1,Shooting Guard,22,pra,0.7,0.6,0.29,19,Toronto,221,2.5,3.7,23
0,4.5,0,Shooting Guard,17,rebounds,0.5,0.6,0.31,9,Toronto,221,2.5,3.7,23
1,1.5,1,Small Forward,13,3-pt,0.6,0.6,0.53,10,New York,208,-1.7,0.8,2
1,14.5,1,Small Forward,3,points,0.4,0.4,0.0,16,New York,208,-1.7,0.8,2
1,18.5,1,Small Forward,3,pra,0.5,0.4,0.47,17,New York,208,-1.7,0.8,2
1,2.5,1,Small Forward,1,rebounds,0.6,0.4,0.63,20,New York,208,-1.7,0.8,2
1,26.5,1,Shooting Guard,14,points,0.7,0.8,0.02,18,Philadelphia,244,-2.0,-2.1,2
1,3.5,1,Shooting Guard,6,3-pt,0.6,0.8,0.55,6,Philadelphia,244,-2.0,-2.1,2
1,37.5,1,Shooting Guard,13,pra,0.6,0.4,0.6,20,Philadelphia,244,-2.0,-2.1,2
1,4.5,0,Shooting Guard,21,rebounds,0.6,0.6,0.64,5,Philadelphia,244,-2.0,-2.1,2
1,6.5,0,Shooting Guard,15,assists,0.5,0.2,0.36,29,Philadelphia,244,-2.0,-2.1,2
0,19.5,1,Shooting Guard,10,points,0.6,0.8,0.0,7,Houston,208,15.0,10.8,2
0,27.5,1,Shooting Guard,11,pra,0.5,0.6,0.17,10,Houston,208,15.0,10.8,2
0,3.5,1,Shooting Guard,10,3-pt,0.7,0.8,0.36,11,Houston,208,15.0,10.8,2
0,3.5,1,Shooting Guard,4,assists,0.6,0.6,0.26,9,Houston,208,15.0,10.8,2
0,4.5,1,Shooting Guard,25,rebounds,0.5,0.4,0.23,26,Houston,208,15.0,10.8,2
0,0.5,1,Power Forward,29,3-pt,0.5,0.4,0.58,13,Utah,236,1.5,0.4,22
0,22.5,1,Power Forward,24,pra,0.4,0.4,0.5,15,Utah,236,1.5,0.4,22
0,6.5,1,Power Forward,29,assists,0.5,0.6,0.46,16,Utah,236,1.5,0.4,22
0,6.5,1,Power Forward,5,rebounds,0.5,0.6,0.38,6,Utah,236,1.5,0.4,22
0,8.5,1,Power Forward,25,points,0.4,0.2,0.0,28,Utah,236,1.5,0.4,22
1,0.5,1,Power Forward,6,3-pt,0.3,0.6,0.18,15,Philadelphia,244,-5.2,0.2,2
1,14.5,0,Power Forward,14,points,0.5,0.6,0.0,13,Philadelphia,244,-5.2,0.2,2
1,2.5,1,Power Forward,15,assists,0.5,0.6,0.54,30,Philadelphia,244,-5.2,0.2,2
1,26.5,1,Power Forward,13,pra,0.6,1.0,0.71,30,Philadelphia,244,-5.2,0.2,2
